@timestamp,@message
2019-09-09 06:26:50.515,"                                                            'audio_player': None,
"
2019-09-09 06:26:50.515,"                                                            'display': {'markup_version': '1.0',
"
2019-09-09 06:26:50.515,"                                                                        'template_version': '1.0'},
"
2019-09-09 06:26:50.515,"                                                            'geolocation': None,
"
2019-09-09 06:26:50.515,"                                                            'video_app': None}},
"
2019-09-09 06:26:50.515,"                        'user': {'access_token': None,
"
2019-09-09 06:26:50.515,"                                 'permissions': None,
"
2019-09-09 06:26:50.515,"                                 'user_id': 'amzn1.ask.account.AGLREVVQCRMAFEOIKTCVWJSFXAIHPIKQ3VD3IBCCHRQZROQAUWKTOQI6J5BHH7OKGC3SZ2GNKYBGET5NOUMYDNJFIVCN7MZ4LZGOOFVMOURALBIAFLPWUEMT46R72TSW25B4Y3RG4BCUNKJ6VSVPIZNTNHQADMT35DVDUST5HLKTPC3UOVJAB3IIO4BRIKVOMUJNULWXGJ3X5BA'}},
"
2019-09-09 06:26:50.515,"             'viewport': {'current_pixel_height': 480.0,
"
2019-09-09 06:26:50.515,"                          'current_pixel_width': 960.0,
"
2019-09-09 06:26:50.515,"                          'dpi': 160.0,
"
2019-09-09 06:26:50.515,"                          'experiences': [{'arc_minute_height': 141.0,
"
2019-09-09 06:26:50.515,"                                           'arc_minute_width': 282.0,
"
2019-09-09 06:26:50.515,"                                           'can_resize': False,
"
2019-09-09 06:26:50.515,"                                           'can_rotate': False}],
"
2019-09-09 06:26:50.515,"                          'keyboard': [],
"
2019-09-09 06:26:50.515,"                          'pixel_height': 480.0,
"
2019-09-09 06:26:50.515,"                          'pixel_width': 960.0,
"
2019-09-09 06:26:50.515,"                          'shape': 'RECTANGLE',
"
2019-09-09 06:26:50.515,"                          'touch': [{'SINGLE': 'SINGLE'}],
"
2019-09-09 06:26:50.515,"                          'video': {'codecs': [{'H_264_41': 'H_264_41'}]}}},
"
2019-09-09 06:26:50.515," 'request': {'locale': 'it-IT',
"
2019-09-09 06:26:50.515,"             'object_type': 'LaunchRequest',
"
2019-09-09 06:26:50.515,"             'request_id': 'amzn1.echo-api.request.33a3aa91-1dfb-4720-aeae-c7032d9bbec1',
"
2019-09-09 06:26:50.515,"             'task': None,
"
2019-09-09 06:26:50.515,"             'timestamp': datetime.datetime(2019, 9, 9, 6, 26, 49, tzinfo=tzlocal())},
"
2019-09-09 06:26:50.515," 'session': {'application': {'application_id': 'amzn1.ask.skill.859f3f22-5e02-441b-8893-83a6587cb8e9'},
"
2019-09-09 06:26:50.515,"             'attributes': None,
"
2019-09-09 06:26:50.515,"             'new': True,
"
2019-09-09 06:26:50.515,"             'session_id': 'amzn1.echo-api.session.c77c9c04-4de8-4456-9ffb-3951d59eeaf0',
"
2019-09-09 06:26:50.515,"             'user': {'access_token': None,
"
2019-09-09 06:26:50.515,"                      'permissions': None,
"
2019-09-09 06:26:50.515,"                      'user_id': 'amzn1.ask.account.AGLREVVQCRMAFEOIKTCVWJSFXAIHPIKQ3VD3IBCCHRQZROQAUWKTOQI6J5BHH7OKGC3SZ2GNKYBGET5NOUMYDNJFIVCN7MZ4LZGOOFVMOURALBIAFLPWUEMT46R72TSW25B4Y3RG4BCUNKJ6VSVPIZNTNHQADMT35DVDUST5HLKTPC3UOVJAB3IIO4BRIKVOMUJNULWXGJ3X5BA'}},
"
2019-09-09 06:26:50.515," 'version': '1.0'}
"
2019-09-09 06:26:50.515,"
[INFO]	2019-09-09T06:26:50.515Z	409874e9-c13d-4411-bbe9-a1c216a19392	In LaunchRequestHandler
"
2019-09-09 06:26:50.515,"
[INFO]	2019-09-09T06:26:50.515Z	409874e9-c13d-4411-bbe9-a1c216a19392	Supports APL
"
2019-09-09 06:26:50.614,"
[INFO]	2019-09-09T06:26:50.556Z	409874e9-c13d-4411-bbe9-a1c216a19392	Response: {'can_fulfill_intent': None,
"
2019-09-09 06:26:50.614," 'card': None,
"
2019-09-09 06:26:50.614," 'directives': [{'datasources': None,
"
2019-09-09 06:26:50.614,"                 'document': {'commands': {},
"
2019-09-09 06:26:50.614,"                              'graphics': {},
"
2019-09-09 06:26:50.614,"                              'import': [{'name': 'alexa-layouts',
"
2019-09-09 06:26:50.614,"                                          'version': '1.0.0'},
"
2019-09-09 06:26:50.614,"                                         {'name': 'alexa-viewport-profiles',
"
2019-09-09 06:26:50.614,"                                          'version': '1.1.0'}],
"
2019-09-09 06:26:50.614,"                              'layouts': {},
"
2019-09-09 06:26:50.614,"                              'mainTemplate': {'items': [{'height': '100%',
"
2019-09-09 06:26:50.614,"                                                          'items': [{'height': '100%',
"
2019-09-09 06:26:50.614,"                                                                     'paddingLeft': '15vw',
"
2019-09-09 06:26:50.614,"                                                                     'paddingTop': '5vh',
"
2019-09-09 06:26:50.614,"                                                                     'position': 'absolute',
"
2019-09-09 06:26:50.614,"                                                                     'scale': 'best-fit',
"
2019-09-09 06:26:50.614,"                                                                     'source': 'https://www.arpae.it/sim/datiiningresso/Immagini/Radar/nowcast.png?t=${1==1}',
"
2019-09-09 06:26:50.614,"                                                                     'type': 'Image',
"
2019-09-09 06:26:50.614,"                                                                     'width': '90%'}],
"
2019-09-09 06:26:50.614,"                                                          'type': 'Container',
"
2019-09-09 06:26:50.614,"                                                          'when': '${@viewportProfile '
"
2019-09-09 06:26:50.614,"                                                                  '== '
"
2019-09-09 06:26:50.614,"                                                                  '@hubRoundSmall}',
"
2019-09-09 06:26:50.614,"                                                          'width': '100%'},
"
2019-09-09 06:26:50.614,"                                                         {'height': '100%',
"
2019-09-09 06:26:50.614,"                                                          'items': [{'height': '100%',
"
2019-09-09 06:26:50.614,"                                                                     'position': 'absolute',
"
2019-09-09 06:26:50.614,"                                                                     'scale': 'best-fit',
"
2019-09-09 06:26:50.614,"                                                                     'source': 'https://www.arpae.it/sim/datiiningresso/Immagini/Radar/nowcast.png?t=${1==1}',
"
2019-09-09 06:26:50.614,"                                                                     'type': 'Image',
"
2019-09-09 06:26:50.614,"                                                                     'width': '100%'}],
"
2019-09-09 06:26:50.614,"                                                          'type': 'Container',
"
2019-09-09 06:26:50.614,"                                                          'width': '100%'}],
"
2019-09-09 06:26:50.614,"                                               'parameters': ['payload']},
"
2019-09-09 06:26:50.614,"                              'onMount': [],
"
2019-09-09 06:26:50.614,"                              'settings': {},
"
2019-09-09 06:26:50.614,"                              'theme': 'dark',
"
2019-09-09 06:26:50.614,"                              'type': 'APL',
"
2019-09-09 06:26:50.614,"                              'version': '1.1'},
"
2019-09-09 06:26:50.614,"                 'object_type': 'Alexa.Presentation.APL.RenderDocument',
"
2019-09-09 06:26:50.614,"                 'packages': None,
"
2019-09-09 06:26:50.614,"                 'token': 'RadarMeteoER_Token'},
"
2019-09-09 06:26:50.614,"                {'commands': [{'delay': 5000,
"
2019-09-09 06:26:50.614,"                               'description': 'wait_5_sec',
"
2019-09-09 06:26:50.614,"                               'object_type': 'Idle',
"
2019-09-09 06:26:50.614,"                               'when': None}],
"
2019-09-09 06:26:50.614,"                 'object_type': 'Alexa.Presentation.APL.ExecuteCommands',
"
2019-09-09 06:26:50.614,"                 'token': 'RadarMeteoER_Token'},
"
2019-09-09 06:26:50.614,"                {'commands': [{'delay': 5,
"
2019-09-09 06:26:50.614,"                               'description': 'last command',
"
2019-09-09 06:26:50.614,"                               'object_type': 'Idle',
"
2019-09-09 06:26:50.614,"                               'when': None}],
"
2019-09-09 06:26:50.614,"                 'object_type': 'Alexa.Presentation.APL.ExecuteCommands',
"
2019-09-09 06:26:50.614,"                 'token': 'RadarMeteoER_Token'}],
"
2019-09-09 06:26:50.614," 'output_speech': {'object_type': 'SSML',
"
2019-09-09 06:26:50.614,"                   'play_behavior': None,
"
2019-09-09 06:26:50.614,"                   'ssml': '<speak>Previsione a tre ore</speak>'},
"
2019-09-09 06:26:50.614," 'reprompt': None,
"
2019-09-09 06:26:50.614," 'should_end_session': True}
"
2019-09-09 06:26:50.634,"END RequestId: 409874e9-c13d-4411-bbe9-a1c216a19392
"
2019-09-09 06:26:50.634,"REPORT RequestId: 409874e9-c13d-4411-bbe9-a1c216a19392	Duration: 581.14 ms	Billed Duration: 600 ms	Memory Size: 128 MB	Max Memory Used: 66 MB	Init Duration: 373.66 ms	
XRAY TraceId: 1-5d75f0a9-47deeabfce1c27e7407ec6c0	SegmentId: 24a0e98108edc90a	Sampled: false	
"
2019-09-09 06:26:51.635,"
"
2019-09-09 06:43:03.029,"START RequestId: a1ada166-8dfc-4811-8240-446736b4e979 Version: $LATEST
"
2019-09-09 06:43:03.506,"[INFO]	2019-09-09T06:43:03.505Z	a1ada166-8dfc-4811-8240-446736b4e979	Request Envelope: {'context': {'audio_player': None,
"
2019-09-09 06:43:03.506,"             'automotive': None,
"
2019-09-09 06:43:03.506,"             'display': {'token': None},
"
2019-09-09 06:43:03.506,"             'geolocation': None,
"
2019-09-09 06:43:03.506,"             'system': {'api_access_token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiIsImtpZCI6IjEifQ.eyJhdWQiOiJodHRwczovL2FwaS5hbWF6b25hbGV4YS5jb20iLCJpc3MiOiJBbGV4YVNraWxsS2l0Iiwic3ViIjoiYW16bjEuYXNrLnNraWxsLjg1OWYzZjIyLTVlMDItNDQxYi04ODkzLTgzYTY1ODdjYjhlOSIsImV4cCI6MTU2ODAxMTY4MiwiaWF0IjoxNTY4MDExMzgyLCJuYmYiOjE1NjgwMTEzODIsInByaXZhdGVDbGFpbXMiOnsiY29udGV4dCI6IkFBQUFBQUFBQVFCRDB2RkJ1YzBzaEpJdCs2Z3pzaXBqTFFFQUFBQUFBQUNqR2ZjR3RJK3kvSUhqcUdVK2hGT1R1UHBUMW1NL0VGLzZmWUFhYmJzWHlwTDNmNk4xeENKM0c5bTQ1dXJCQmlFM2tjSUFoVGh3dFdya3VaeTZ3UGx6SDFpNmtSbGhLbklxSnlSalJYdjVmRWtNTU8wZW90OGdTTDU4aS9BeVhMS2gycUFLTXp5YUlXNVFUaHJVQlkyRFdDZm03OWRFWDBqTWJSUVBJUHcvR0x0NmxrRDdUb1VFeitCbjV5Q0pKMXk3d3o5OWY2YlMweE5RSkxmS0hhQkVnOXphOVJ5Y0hOYXFReEZPNTFpYXJjVGVRWlljYi8zdDQ5bUpJWjdBaStmTVZoWDN2dHRCRXZYN0syZzRoTk5PdmllY3dSTmZLSkNVUEZhR0VjTzhTOFhQWXdVVXo1UzJ0STJobDl3VFdwSHUrelUydTYvWk96d0dCNUNNT2g0K0M4a1VvMDFLaks2ZXhDYWh5VGsybmI3UWhkTEZaWXdQUnhKNWszSndzenAzdGo5dlJFYzR6ZE1oY0krdyIsImNvbnNlbnRUb2tlbiI6bnVsbCwiZGV2aWNlSWQiOiJhbXpuMS5hc2suZGV2aWNlLkFGTzY0QUhFMkVKRFlFRUdNSFhOUjRUNDNGRU1BQjZIVU1UUzNDSU4yNE9IR0pLREU1R0pRTk5JVk9ZNENKVzJHQkpPM1BRTE8ySDZCU1pKQk9HSkdQRTVNUzdRQ1hBT1dZRkpTV1NRNk1ZSlMyQ0Y3WUNGV1hBV0VHS0dXQlM1RlJSVlk3VlM3RE00Rk1JRUNUTEdVRTNPVVlOSlY3RTI3NTNIN1EzM1NPQlVJNVJFTzQ1Q0MiLCJ1c2VySWQiOiJhbXpuMS5hc2suYWNjb3VudC5BRVNCNjJBSEtFNUlHUTVMR0xXRTZZVlkyS1NEREVTRFI0UUJIVVVFR01IRFQzREk1QUQzVU9GR1ZRQVZCRVpRT0lBN1VLWUszSVhFWk9MNVNOREM3TDJNMzYzUUtYVERYSUJWNkI1RExVT09TNkZWQ0EyWU9QQ1VEWFM1N0NBRTdYTkZQWjM0U0NJTUtTNEFBSkNZSkFJTTdIM1czVFBUV0RHVjdFRFUyV1lBMlROVVRUS0FMSTNPUldFNU5CUVM3TVgzSlZOTk5NNk5MSFkifX0.Cx__e58kSRQTxSiXB7mUa4DCSExGF08Na1-fyRhtkEr9LZib6vDIHGjRT3S0rDMzdCLosVq1YZvlGhF4hwAhwbUsV_76_FaLmQPz0aNLRLaC6VXeRJKi9FxHB9_Huxy_Fhzc_PQLcdkKXYn0dzz4khQLVU4hebScdI0HCis_dPyT1gongQailHL23XFvy1UeFNZBT4GiGPem-rJ4GBRERyf6MjGfmMtZBhtyNjK3wbB7gYZtFMNLGRjYKumpo4oeqFVuQxKneckYQUBk4wPoTIOB1ewhKT6-m7gX9moD5GxzDWYU69hRHhO2mQfzXVMjjbY9rEQj4cmpl49JRKvvvA',
"
2019-09-09 06:43:03.506,"                        'api_endpoint': 'https://api.eu.amazonalexa.com',
"
2019-09-09 06:43:03.506,"                        'application': {'application_id': 'amzn1.ask.skill.859f3f22-5e02-441b-8893-83a6587cb8e9'},
"
2019-09-09 06:43:03.506,"                        'device': {'device_id': 'amzn1.ask.device.AFO64AHE2EJDYEEGMHXNR4T43FEMAB6HUMTS3CIN24OHGJKDE5GJQNNIVOY4CJW2GBJO3PQLO2H6BSZJBOGJGPE5MS7QCXAOWYFJSWSQ6MYJS2CF7YCFWXAWEGKGWBS5FRRVY7VS7DM4FMIECTLGUE3OUYNJV7E2753H7Q33SOBUI5REO45CC',
"
2019-09-09 06:43:03.506,"                                   'supported_interfaces': {'alexa_presentation_apl': {'runtime': {'max_version': '1.0'}},
"
2019-09-09 06:43:03.506,"                                                            'audio_player': None,
"
2019-09-09 06:43:03.506,"                                                            'display': {'markup_version': '1.0',
"
2019-09-09 06:43:03.506,"                                                                        'template_version': '1.0'},
"
2019-09-09 06:43:03.506,"                                                            'geolocation': None,
"
2019-09-09 06:43:03.506,"                                                            'video_app': None}},
"
2019-09-09 06:43:03.506,"                        'user': {'access_token': None,
"
2019-09-09 06:43:03.506,"                                 'permissions': None,
"
2019-09-09 06:43:03.506,"                                 'user_id': 'amzn1.ask.account.AESB62AHKE5IGQ5LGLWE6YVY2KSDDESDR4QBHUUEGMHDT3DI5AD3UOFGVQAVBEZQOIA7UKYK3IXEZOL5SNDC7L2M363QKXTDXIBV6B5DLUOOS6FVCA2YOPCUDXS57CAE7XNFPZ34SCIMKS4AAJCYJAIM7H3W3TPTWDGV7EDU2WYA2TNUTTKALI3ORWE5NBQS7MX3JVNNNM6NLHY'}},
"
2019-09-09 06:43:03.506,"             'viewport': {'current_pixel_height': 480.0,
"
2019-09-09 06:43:03.506,"                          'current_pixel_width': 960.0,
"
2019-09-09 06:43:03.506,"                          'dpi': 160.0,
"
2019-09-09 06:43:03.506,"                          'experiences': [{'arc_minute_height': 141.0,
"
2019-09-09 06:43:03.506,"                                           'arc_minute_width': 282.0,
"
2019-09-09 06:43:03.506,"                                           'can_resize': False,
"
2019-09-09 06:43:03.506,"                                           'can_rotate': False}],
"
2019-09-09 06:43:03.506,"                          'keyboard': [],
"
2019-09-09 06:43:03.506,"                          'pixel_height': 480.0,
"
2019-09-09 06:43:03.506,"                          'pixel_width': 960.0,
"
2019-09-09 06:43:03.506,"                          'shape': 'RECTANGLE',
"
2019-09-09 06:43:03.506,"                          'touch': [{'SINGLE': 'SINGLE'}],
"
2019-09-09 06:43:03.506,"                          'video': {'codecs': [{'H_264_41': 'H_264_41'}]}}},
"
2019-09-09 06:43:03.506," 'request': {'locale': 'it-IT',
"
2019-09-09 06:43:03.506,"             'object_type': 'LaunchRequest',
"
2019-09-09 06:43:03.506,"             'request_id': 'amzn1.echo-api.request.165d7012-eb09-4c04-a4a2-9aca166d4265',
"
2019-09-09 06:43:03.506,"             'task': None,
"
2019-09-09 06:43:03.506,"             'timestamp': datetime.datetime(2019, 9, 9, 6, 43, 2, tzinfo=tzlocal())},
"
2019-09-09 06:43:03.506," 'session': {'application': {'application_id': 'amzn1.ask.skill.859f3f22-5e02-441b-8893-83a6587cb8e9'},
"
2019-09-09 06:43:03.506,"             'attributes': None,
"
2019-09-09 06:43:03.506,"             'new': True,
"
2019-09-09 06:43:03.506,"             'session_id': 'amzn1.echo-api.session.6ddf4b68-5888-4020-97d2-9c5d3db22010',
"
2019-09-09 06:43:03.506,"             'user': {'access_token': None,
"
2019-09-09 06:43:03.506,"                      'permissions': None,
"
2019-09-09 06:43:03.506,"                      'user_id': 'amzn1.ask.account.AESB62AHKE5IGQ5LGLWE6YVY2KSDDESDR4QBHUUEGMHDT3DI5AD3UOFGVQAVBEZQOIA7UKYK3IXEZOL5SNDC7L2M363QKXTDXIBV6B5DLUOOS6FVCA2YOPCUDXS57CAE7XNFPZ34SCIMKS4AAJCYJAIM7H3W3TPTWDGV7EDU2WYA2TNUTTKALI3ORWE5NBQS7MX3JVNNNM6NLHY'}},
"
2019-09-09 06:43:03.506," 'version': '1.0'}
"
2019-09-09 06:43:03.506,"
[INFO]	2019-09-09T06:43:03.506Z	a1ada166-8dfc-4811-8240-446736b4e979	In LaunchRequestHandler
"
2019-09-09 06:43:03.585,"
[INFO]	2019-09-09T06:43:03.506Z	a1ada166-8dfc-4811-8240-446736b4e979	Supports APL
"
2019-09-09 06:43:03.585,"
[INFO]	2019-09-09T06:43:03.565Z	a1ada166-8dfc-4811-8240-446736b4e979	Response: {'can_fulfill_intent': None,
"
2019-09-09 06:43:03.585," 'card': None,
"
2019-09-09 06:43:03.585," 'directives': [{'datasources': None,
"
2019-09-09 06:43:03.585,"                 'document': {'commands': {},
"
2019-09-09 06:43:03.585,"                              'graphics': {},
"
2019-09-09 06:43:03.585,"                              'import': [{'name': 'alexa-layouts',
"
2019-09-09 06:43:03.585,"                                          'version': '1.0.0'},
"
2019-09-09 06:43:03.585,"                                         {'name': 'alexa-viewport-profiles',
"
2019-09-09 06:43:03.585,"                                          'version': '1.1.0'}],
"
2019-09-09 06:43:03.585,"                              'layouts': {},
"
2019-09-09 06:43:03.585,"                              'mainTemplate': {'items': [{'height': '100%',
"
2019-09-09 06:43:03.585,"                                                          'items': [{'height': '100%',
"
2019-09-09 06:43:03.585,"                                                                     'paddingLeft': '15vw',
"
2019-09-09 06:43:03.585,"                                                                     'paddingTop': '5vh',
"
2019-09-09 06:43:03.585,"                                                                     'position': 'absolute',
"
2019-09-09 06:43:03.585,"                                                                     'scale': 'best-fit',
"
2019-09-09 06:43:03.585,"                                                                     'source': 'https://www.arpae.it/sim/datiiningresso/Immagini/Radar/nowcast.png?t=${1==1}',
"
2019-09-09 06:43:03.585,"                                                                     'type': 'Image',
"
2019-09-09 06:43:03.585,"                                                                     'width': '90%'}],
"
2019-09-09 06:43:03.585,"                                                          'type': 'Container',
"
2019-09-09 06:43:03.585,"                                                          'when': '${@viewportProfile '
"
2019-09-09 06:43:03.585,"                                                                  '== '
"
2019-09-09 06:43:03.585,"                                                                  '@hubRoundSmall}',
"
2019-09-09 06:43:03.585,"                                                          'width': '100%'},
"
2019-09-09 06:43:03.585,"                                                         {'height': '100%',
"
2019-09-09 06:43:03.585,"                                                          'items': [{'height': '100%',
"
2019-09-09 06:43:03.585,"                                                                     'position': 'absolute',
"
2019-09-09 06:43:03.585,"                                                                     'scale': 'best-fit',
"
2019-09-09 06:43:03.585,"                                                                     'source': 'https://www.arpae.it/sim/datiiningresso/Immagini/Radar/nowcast.png?t=${1==1}',
"
2019-09-09 06:43:03.585,"                                                                     'type': 'Image',
"
2019-09-09 06:43:03.585,"                                                                     'width': '100%'}],
"
2019-09-09 06:43:03.585,"                                                          'type': 'Container',
"
2019-09-09 06:43:03.585,"                                                          'width': '100%'}],
"
2019-09-09 06:43:03.585,"                                               'parameters': ['payload']},
"
2019-09-09 06:43:03.585,"                              'onMount': [],
"
2019-09-09 06:43:03.585,"                              'settings': {},
"
2019-09-09 06:43:03.585,"                              'theme': 'dark',
"
2019-09-09 06:43:03.585,"                              'type': 'APL',
"
2019-09-09 06:43:03.585,"                              'version': '1.1'},
"
2019-09-09 06:43:03.585,"                 'object_type': 'Alexa.Presentation.APL.RenderDocument',
"
2019-09-09 06:43:03.585,"                 'packages': None,
"
2019-09-09 06:43:03.585,"                 'token': 'RadarMeteoER_Token'},
"
2019-09-09 06:43:03.585,"                {'commands': [{'delay': 5000,
"
2019-09-09 06:43:03.585,"                               'description': 'wait_5_sec',
"
2019-09-09 06:43:03.585,"                               'object_type': 'Idle',
"
2019-09-09 06:43:03.585,"                               'when': None}],
"
2019-09-09 06:43:03.585,"                 'object_type': 'Alexa.Presentation.APL.ExecuteCommands',
"
2019-09-09 06:43:03.585,"                 'token': 'RadarMeteoER_Token'},
"
2019-09-09 06:43:03.585,"                {'commands': [{'delay': 5,
"
2019-09-09 06:43:03.585,"                               'description': 'last command',
"
2019-09-09 06:43:03.585,"                               'object_type': 'Idle',
"
2019-09-09 06:43:03.585,"                               'when': None}],
"
2019-09-09 06:43:03.585,"                 'object_type': 'Alexa.Presentation.APL.ExecuteCommands',
"
2019-09-09 06:43:03.585,"                 'token': 'RadarMeteoER_Token'}],
"
2019-09-09 06:43:03.585," 'output_speech': {'object_type': 'SSML',
"
2019-09-09 06:43:03.585,"                   'play_behavior': None,
"
2019-09-09 06:43:03.585,"                   'ssml': '<speak>Previsione a tre ore</speak>'},
"
2019-09-09 06:43:03.585," 'reprompt': None,
"
2019-09-09 06:43:03.585," 'should_end_session': True}
"
2019-09-09 06:43:03.625,"END RequestId: a1ada166-8dfc-4811-8240-446736b4e979
"
2019-09-09 06:43:03.625,"REPORT RequestId: a1ada166-8dfc-4811-8240-446736b4e979	Duration: 577.00 ms	Billed Duration: 600 ms	Memory Size: 128 MB	Max Memory Used: 66 MB	Init Duration: 382.49 ms	
XRAY TraceId: 1-5d75f476-326ec1d8ebec9b70cfe5c2e8	SegmentId: 41f45a0a538b6d65	Sampled: false	
"
2019-09-09 06:43:04.626,"
"
2019-09-09 06:50:50.317,"START RequestId: eccc36f3-bd12-46a2-88b4-3c722e25c550 Version: $LATEST
"
2019-09-09 06:50:50.385,"[INFO]	2019-09-09T06:50:50.368Z	eccc36f3-bd12-46a2-88b4-3c722e25c550	Request Envelope: {'context': {'audio_player': None,
"
2019-09-09 06:50:50.385,"             'automotive': None,
"
2019-09-09 06:50:50.385,"             'display': None,
"
2019-09-09 06:50:50.385,"             'geolocation': None,
"
